DICTION              3     202206 Institutes                      3000000300001 
            CNRS/CERI, Centre d'Etudes et de Recherches par       3000000300425 
            Irradiation, Orleans                                  3000000300426 
2FR CSN    (Centre Sci. Nucl. et Sci. Matiere (CSNSM), Orsay)     3000000300427 
            Centre de Sciences Nucleaires et de Sciences de la    3000000300428 
             Matiere, Orsay.                                      3000000300429 
           =Formerly Centre de Spectrometrie Nucleaire et de      3000000300430 
           =Spectrometrie de Masse, Orsay                         3000000300431 
           =Compare 2FR PAR.                                      3000000300432 
2FR EDF    (Electricite de France, Paris)                         3000000300433 
2FR ENS    (Ecole Normale Superieure, Paris)                      3000000300434 
2FR FAR    (CEA/Fontenay-aux-Roses)                               3000000300435 
2FR FR     (France)                                               3000000300436 
2FR GAN    (Grand Accelerateur National d'Ions Lourds, Caen)      3000000300437 
            GANIL, Laboratoire commun DSM/CEA-IN2P3/CNRS          3000000300438 
2FR GRA    (Centre d'Etudes Nucleaires de Bordeaux-Gradignan)     3000000300439 
            CENBG, Centre d'Etudes Nucleaires de Bordeaux-        3000000300440 
            Gradignan, Gradignan                                  3000000300441 
2FR GRE    (Universite Joseph Fourier, Grenoble)                  3000000300442 
            -2007: Universite de Grenoble                         3000000300443 
            Use also for CEA/Grenoble                             3000000300444 
            Use also for Lab. de Phys. Subatom. et Cosmo. (LPSC)  3000000300445 
2FR ILL    (Institut Laue-Langevin, Grenoble)                     3000000300446 
2FR ITL    (CEA/Valduc, Is-sur-tille)                             3000000300447 
2FR LIM    (CEN Limeil)                                           3000000300448X
            Centre closed; merged with 2FR BRC                    3000000300449X
2FR LRM    (Lab. de Recherche des Musees de France, Paris)        3000000300450 
            LRMF, Laboratoire de Recherche des Musees de France,  3000000300451 
            Palais du Louvre, Paris                               3000000300452 
2FR LYO    (Universite de Lyon)                                   3000000300453 
2FR NTE    (Universite de Nantes)                                 3000000300454 
            Use also for Lab. de Physique Subatom. (SUBATECH)     3000000300455 
2FR PAR    (Universite de Paris)                                  3000000300456 
           =including Institut de Physique Nucleaire, d'Orsay     3000000300457 
            Compare 2FR CSN.                                      3000000300458 
2FR PAU    (Dept. de Recherches Physiques, St-Paul-les-Durance)   3000000300459O
            Obsolete. Use 2FR CAD.                                3000000300460O
2FR PCF    (College de France, Paris)                             3000000300461 
2FR SAC    (CEA/Saclay)                                           3000000300462 
            Previously also used for CEN Limeil - compare VNV     3000000300463 
2FR SAT    (Laboratoire National SATURNE, Saclay)                 3000000300464X
            Closed                                                3000000300465X
2FR STR    (IPHC, Strasbourg)                                     3000000300466 
            IPHC, Institut Pluridisciplinaire Hubert Curien       3000000300467 
            -2006: IReS, Institut de Recherches Subatomiques      3000000300468 
            -1997: CRN, Centre de Recherches Nucleaires           3000000300469 
2FR TOU    (Universite de Toulouse)                               3000000300470 
2FR ULP    (Universite de Strasbourg, Strasbourg)                 3000000300471 
            1970-1971: Universite Louis Pasteur (Strasbourg I),   3000000300472 
                       Robert Schuman (II) and Marc Bloch (III)   3000000300473 
            See also 2FR STR                                      3000000300474 
2FR VNV    (Centre d'Etudes de Limeil, Villeneuve-Saint-Georges)  3000000300475X
            Centre closed; merged with 2FR BRC                    3000000300476X
            Some older entries may have been coded under SAC      3000000300477X
2GERALK    (Alkem GMBH, Leopoldshafen)                            3000000300478 
2GERBBC    (Brown-Boveri/Krupp, Mannheim)                         3000000300479 
2GERBER    (Hahn-Meitner-Inst., Berlin)                           3000000300480 
2GERBOC    (Ruhr-Universitaet Bochum)                             3000000300481 
2GERBON    (Univ. of Bonn)                                        3000000300482 
2GERDKZ    (Deutsches Krebsforschungszentrum, Heidelberg)         3000000300483 
            German Cancer Res. Centre, Heidelberg                 3000000300484 
2GERDOR    (Dortmund Univ., F.R.Germany)                          3000000300485 
2GERDRE    (Technische Universitaet Dresden, Dresden and Pirna)   3000000300486C
           =(Since 1991).                                         3000000300487 
            Extinct area 3 code was 3DDRTUD.                      3000000300488 
2GERFRB    (Freiburg im Breisgau, Universitaet)                   3000000300489 
2GERFRK    (J.W.Goethe Univ., Frankfurt/Main)                     3000000300490 
            Including Inst.fuer Kernphysik, Univ. Frankfurt       3000000300491 
2GERGAR    (Max-Planck-Institut fuer Plasmaphysik, Garching)      3000000300492 
2GERGEE    (Geesthacht, GKSS)                                     3000000300493O
            Obsolete. Use 2GERKIG.                                3000000300494O
2GERGER    (Germany)                                              3000000300495 
2GERGOE    (Univ. of Goettingen)                                  3000000300496 
2GERGSI    (GSI Helmholtzzent. f. Schwerionenforschung, Darmstadt)3000000300497 
            -2008: Gesellschaft fuer Schwerionenforschung         3000000300498 
2GERHAM    (Hamburg, Universitaet)                                3000000300499 
2GERHEI    (Heidelberg, Universitaet)                             3000000300500 
            Independent of MPH.                                   3000000300501 
2GERIAK    (Inst.fuer Angewandte Kernphysik, Karlsruhe)           3000000300502O
            Obsolete. Use 2GERKRU.                                3000000300503O
2GERIFS    (Inst.fuer Strahlenphysik, Stuttgart)                  3000000300504O
            Obsolete. Use 2GERTHS.                                3000000300505O
2GERIKA    (Informationssystem Karlsruhe,)                        3000000300506 
           =Fachinformationszentrum Energie, Physik, Mathematik   3000000300507 
            Formerly 'ZAED'.                                      3000000300508 
2GERINA    (Interatom, Bensberg)                                  3000000300509 
2GERJEU    (Jena Univ.)                                           3000000300510 
           =(Since 1991).                                         3000000300511 
            Extinct area 3 code was 3DDRJNA.                      3000000300512 
2GERJLU    (Justus Liebig Univ., Giessen)                         3000000300513 
2GERJUL    (Forschungszentrum Juelich)                            3000000300514 
            Previously "Kernforschungsanlage"                     3000000300515 
2GERKFK    (Karlsruhe Institute of Technology (KIT))              3000000300516 
            1956 - 1994: Kernforschungszentrum Karlsruhe (KFK)    3000000300517 
            1995 - 2008: Forschungszentrum Karlsruhe (FZK)        3000000300518 
2GERKIG    (GKSS, Geesthacht)                                     3000000300519 
2GERKIL    (Univ. of Kiel, Kiel)                                  3000000300520 
2GERKLN    (Universitaet zu Koeln)                                3000000300521 
2GERKRU    (Karlsruhe, Univ.)                                     3000000300522 
            Incl. Inst.fuer Struktur der Materie, fuer Angewandte 3000000300523 
             Physik, fuer Angew. Kernphysik                       3000000300524 
2GERLMU    (Ludwig-Maximilians Universitaet Muenchen)             3000000300525 
2GERMBG    (Univ. of Marburg)                                     3000000300526 
2GERMNZ    (Johannes Gutenberg-Universitaet Mainz, Mainz)         3000000300527 
2GERMPH    (Max-Planck-Institut fuer Kernphysik, Heidelberg)      3000000300528 
            Independent of HEI.                                   3000000300529 
2GERMPM    (Max-Planck-Institut fuer Chemie, Mainz)               3000000300530 
2GERMST    (Westfaelische Wilhelms-Universitaet Muenster,Muenster)3000000300531 
            Also known as Universitaet Muenster                   3000000300532 
2GERMUE    (Muenchen, Techn.Univ.)                                3000000300533O
            Obsolete. Use 2GERMUN.                                3000000300534O
2GERMUN    (Technische Universitaet Muenchen)                     3000000300535 
            Formerly Technische Hochschule Muenchen               3000000300536 
            Including Forschungs-Neutronenquelle                  3000000300537 
            Heinz-Maier-Leibnitz, Garching                        3000000300538 
2GERMUU    (Univ. of Munich, Munich)                              3000000300539 
2GERPTB    (Physikal. Techn. Bundesanst., Braunschweig)           3000000300540 
2GERSBU    (Univ. of Saarland, Saarbruecken)                      3000000300541 
2GERSFN    (Forschungszentrum fur Umwelt u. Gesundheit,Neuherberg)3000000300542 
            1964 - 2007: Gesellschaft fuer Strahlenforschung      3000000300543 
2GERSIE    (Siemens, Erlangen)                                    3000000300544 
            Including Reaktorentwicklung and Forschungs-          3000000300545 
             laboratorium                                         3000000300546 
2GERTHA    (Tech.Hochschule, Aachen)                              3000000300547 
2GERTHB    (Tech.Hochschule, Braunschweig)                        3000000300548 
2GERTHD    (Tech.Universitaet, Darmstadt)                         3000000300549 
            Formerly Technische Hochschule Darmstadt              3000000300550 
2GERTHS    (Universitaet Stuttgart)                               3000000300551 
            Formerly Technische Hochschule Stuttgart              3000000300552 
2GERTUB    (Tech.Univ., Berlin)                                   3000000300553 
2GERTUE    (Universitaet Tuebingen)                               3000000300554 
2GERTUH    (Techn. Univ. Hannover)                                3000000300555O
            renamed Univ.Hannover, see 2GERUH                     3000000300556O
2GERUDE    (Universitaet Duisburg-Essen)                          3000000300557 
            Incl. Universitaetsklinikum, Essen                    3000000300558 
2GERUEN    (Univ. of Erlangen-Nuernberg)                          3000000300559 
2GERUH     (Univ. Hannover (previously Tech.Univ.Hannover))       3000000300560 
2GERUSI    (Univ. Siegen)                                         3000000300561 
2GERWUU    (Wuerzburg, Universitaet)                              3000000300562 
2GERZFK    (Helmholtz-Zentrum Dresden-Rossendorf, Dresden)        3000000300563 
                 - 1991: Zentralinstitut fuer Kernforschung (ZFK) 3000000300564 
            1992 - 2006: Forschungszentrum Rossendorf (FZR)       3000000300565 
            1992 - 2011: Forschungszentrum Dresden-Rossendorf (FZD3000000300566 
           =(Since 1991).                                         3000000300567 
            Extinct area 3 code was 3DDRROS.                      3000000300568 
2GRCARU    (Aristotle Univ. of Thessaloniki)                      3000000300569 
2GRCATH    (NCSR Demokritos, Aghia Paraskevi, Athens)             3000000300570 
2GRCGRC    (Greece)                                               3000000300571 
2GRCIOA    (Univ. of Ioannina, Ioannina)                          3000000300572 
2GRCTUA    (Nat. Techn. Univ. of Athens)                          3000000300573 
2ICEICE    (Iceland)                                              3000000300574 
2ITYBAU    (Universita degli Studi di Bari + INFN Bari)           3000000300575 
2ITYBOL    (ENEA Centro Ricerche Energia di Bologna)              3000000300576 
            Bologna Centre for Energy Research.                   3000000300577 
            Compare 2ITYUBO.                                      3000000300578 
           =(until about 1982 C.N.E.N. Bologna)                   3000000300579 
2ITYCAG    (Univ. of Cagliari)                                    3000000300580 
2ITYCAM    (Universita degli Studi di Camerino)                   3000000300581 
2ITYCAS    (Centro di Studi Nucleari della Casaccia, Rome)        3000000300582 
2ITYCAT    (Universita degli Studi di Catania + INFN Catania)     3000000300583 
2ITYCIS    (C.I.S.E., Milan)                                      3000000300584 
2ITYEFR    (ENEA Centro Ricerche Frascati, Frascati)              3000000300585 
            ENEA Frascati Research Centre                         3000000300586 
            Compare 2ITYFRA.                                      3000000300587 
            -1982: CNEN Frascati                                  3000000300588 
2ITYENI    (ENI, San Donato, Milan)                               3000000300589 
2ITYENN    (Universita degli Studi di Enna "Kore", Enna)          3000000300590 
2ITYFIR    (Universita degli Studi di Firenze + INFN Firenze)     3000000300591 
2ITYFRA    (INFN Laboratori Nazionali di Frascati)                3000000300592 
            Compare 2ITYEFR.                                      3000000300593 
2ITYFSN    (Universita degli Studi della Campania, Caserta)       3000000300594 
           =(formerly Seconda Universita degli Studi di Napoli)   3000000300595 
2ITYGVA    (U.+INFN., Genova)                                     3000000300596 
2ITYISR    (Istituto Superiore di Sanita, Roma)                   3000000300597 
2ITYITY    (Italy)                                                3000000300598 
2ITYLEC    (Univ.degli Studi Lecce + INFN Lecce)                  3000000300599 
2ITYLGS    (Lab.Naz.del Gran Sasso, Ist.Naz.di Fis.Nucl.,Assergi) 3000000300600 
            Laboratori Nazionali del Gran Sasso, Istituto         3000000300601 
            Nazionale di Fisica Nucleare, Assergi (L'Aquila)      3000000300602 
2ITYLNS    (INFN Laboratori Nazionali del Sud, Catania)           3000000300603 
2ITYMES    (Univ.of Messina)                                      3000000300604 
2ITYMIL    (Universita degli Studi di Milano + INFN Milano)       3000000300605 
2ITYMIP    (Politecnico di Milano)                                3000000300606 
2ITYNAP    (Univ.degli Studi di Napoli Federico II + INFN Napoli) 3000000300607 
2ITYOAC    (Osservatorio Astronomico di Collurania, Teramo)       3000000300608 
            Osservatorio Astronomico di Collurania "Vincenzo Cerul3000000300609 
            Istituto Nazionale di Astrofisica, Teramo             3000000300610 
2ITYPAD    (INFN Laboratori Nazionali di Legnaro, Legnaro, Padova)3000000300611 
            Use 2ITYUPV for Univ.degli Studi di Padova+INFN Padova3000000300612 
2ITYPAV    (Univ.degli Studi di Pavia + INFN Pavia)               3000000300613 
2ITYROM    (Univ.degli Studi di Roma "La Sapienza" + INFN Roma 1) 3000000300614 
            Compare 2ITYUTV                                       3000000300615 
2ITYSAL    (Sorin Nuc.Res.Centre Saluggia)                        3000000300616 
2ITYSIC    (Centro Sicil.di Fisica Nucl.CSFNSM, Catania)          3000000300617 
            Centro Siciliano di Fisica Nucleare e Struttura       3000000300618 
            della Materia, CSFNSM, Catania                        3000000300619 
2ITYTRI    (Universita degli Studi di Trieste + INFN Trieste)     3000000300620 
2ITYTUP    (Politecnico di Torino)                                3000000300621 
2ITYTUR    (Universita degli Studi di Torino + INFN Torino)       3000000300622 
2ITYUBO    (Bologna, Univ. + Ist. Naz. di Fis. Nucl.)             3000000300623 
            Compare 2ITYBOL.                                      3000000300624 
2ITYUDN    (Universita degli Studi di Udine + INFN Udine)         3000000300625 
2ITYUPV    (Universita degli Studi di Padova + INFN Padova)       3000000300626 
            Use 2ITYPAD for INFN Laboratori Nazionali di Legnaro  3000000300627 
2ITYUTV    (Univ.degli Studi di Roma "Tor Vergata" + INFN Roma 2) 3000000300628 
            Compare 2ITYROM                                       3000000300629 
2JAPFE     (Fuji Electric)                                        3000000300630O
2JAPHIR    (Hiroshima, University of Hiroshima)                   3000000300631O
2JAPHOS    (Hosei University, Tokyo)                              3000000300632O
2JAPHYO    (Hyogo Agricult.Univ., Sasayama)                       3000000300633O
2JAPISS    (Inst.of Solid State Physics, Univ. of Tokyo)          3000000300634O
2JAPJAE    (JAERI,rTokaib., Inst. of Phys.+ Chem. Res., Saitama)  3000000300635O
2JAPJAP    (Japan)                                                3000000300636O
2JAPJCL    (Cyclotron Lab., Inst. of Phys.+ Chem. Res., Saitama)  3000000300637O
            Wako-Shi, Saitama                                     3000000300638O
2JAPJEL    (Elect.Pow.Dev.Corp., AED, Tokyo)                      3000000300639O
2JAPKON    (Konan Univ., Kobe)                                    3000000300640O
2JAPKTO    (Kyoto Univ., Kyoto)                                   3000000300641O
2JAPKYU    (Kyushu Univ., Dept.of Nucl.Eng., Fukuoka)             3000000300642O
2JAPNAG    (Univ.of Nagoya)                                       3000000300643O
2JAPNIG    (Toshiba Corporation)                                  3000000300644O
           =(formerly Nippon Atomic Industry Group, NAIG)         3000000300645O
2JAPNII    (Niigata Univ., Niigata)                               3000000300646O
2JAPOSA    (Osaka Univ., Osaka)                                   3000000300647O
2JAPOSP    (Radiation Centre of Osaka Prefecture, Sakai, Osaka)   3000000300648O
2JAPPNC    (Power Reactor and Nuclear Fuel Devel. Corp., Tokai)   3000000300649O
            Plutonium Fuel Div., Tokai Works, Power Reactor and   3000000300650O
             Nuclear Fuel Development Corp., Muramatsu, Tokai-mura3000000300651O
2JAPSAE    (Sumitomo Atomic Energy Industries)                    3000000300652O
2JAPSHR    (Ship Research Inst., Ministry of Transport, Japan)    3000000300653O
2JAPTIT    (Tokyo Inst.of Technology, Tokyo)                      3000000300654O
2JAPTOH    (Tohoku Univ., Sendai)                                 3000000300655O
2JAPTOK    (Tokyo Univ., Tokyo)                                   3000000300656O
2JAPTSU    (Univ. of Tsukuba, Ibaraki)                            3000000300657O
2JAPWDA    (Waseda Univ., Tokyo)                                  3000000300658O
2JAPYAM    (Yamanashi Univ., Kofu)                                3000000300659O
2JAPYOK    (Rikkyo (St.Paul) Univ., Yokosuka and Tokyo)           3000000300660O
2JPNAIS    (Nat.Inst.of Adv.Ind.Sci.Tech.(AIST), Tsukuba)         3000000300661 
2JPNAIT    (Ashikaga Inst.of Technology, Ashikaga, Tochigi)       3000000300662 
2JPNAKT    (Akita Univ., Akita)                                   3000000300663 
2JPNAOY    (Aoyama Gakuin Univ., Tokyo)                           3000000300664 
2JPNCIT    (Chiba Inst.of Technology, Narashino, Chiba)           3000000300665 
2JPNETL    (Electrotechnical Laboratory, Tsukuba)                 3000000300666X
            Moved from Tokyo in 1980.                             3000000300667X
            Extinct March 2001, reorganized as 2JPNAIS            3000000300668X
2JPNFE     (Fuji Electric)                                        3000000300669 
2JPNFUK    (Fukuoka Univ., Fukuoka)                               3000000300670 
2JPNGMT    (Gifu College of Medical Technologies, Gifu)           3000000300671 
2JPNHIR    (Hiroshima Univ., Hiroshima and Higashi-Hiroshima)     3000000300672 
2JPNHIT    (Univ. of Hyogo, Himeji)                               3000000300673 
            -2004: Himeji Inst. of Technology, Himeji             3000000300674 
2JPNHOK    (Hokkaido Univesity, Sapporo)                          3000000300675 
2JPNHOS    (Hosei University, Tokyo)                              3000000300676 
2JPNHYO    (Hyogo Agricult.Univ., Sasayama)                       3000000300677X
2JPNICU    (Internat.Christian Univ., Mitaka, Tokyo)              3000000300678 
2JPNIPC    (Inst.of Physical and Chemical Res. (RIKEN), Wako)     3000000300679 
2JPNIRS    (Nat.Inst. for Quantum & Radiol.Sci.& Tech., Chiba)    3000000300680 
            -2016: National Inst.of Radiological Sciences (NIRS)  3000000300681 
            Use 2JPNTAK for Takasaki Branch.                      3000000300682 
2JPNISS    (Inst.of Solid State Physics, Univ. of Tokyo)          3000000300683 
2JPNJAE    (Japan Atomic Energy Agency (JAEA))                    3000000300684 
            -2005: Japan Atomic Energy Res.Inst. (JAERI)          3000000300685 
            Merged with 2JPNJNC to form JAEA.                     3000000300686 
            Use this code for the J-PARC facility, too.           3000000300687 
            Use 2JPNTAK for Takasaki Branch.                      3000000300688 
2JPNJCL    (Cyclotron Lab., Inst. of Phys.& Chem. Research, Wakou)3000000300689O
            Use 2JPNIPC.                                          3000000300690O
2JPNJEL    (Elect.Pow.Dev.Corp., AED, Tokyo)                      3000000300691 
2JPNJNC    (Japan Nucl.Cycle Development Inst., Tokai-mura)       3000000300692X
            Extinct Sept. 2005, merged with JAERI to form JAEA    3000000300693X
2JPNJPN    (Japan)                                                3000000300694 
2JPNJSR    (Japan Synchrotron Rad.Res.Inst. (JASRI), Hyogo)       3000000300695 
2JPNJTD    (Juntendo Univ., Chiba)                                3000000300696 
2JPNKEK    (High Energy Accelerator Res. Org. (KEK), Tsukuba)     3000000300697 
2JPNKIT    (Univ.of Occupat.and Environmental Health, Kitakyushu) 3000000300698 
2JPNKNK    (Kinki Univ.,Higashi Osaka)                            3000000300699 
2JPNKNZ    (Kanazawa Univ., Kanazawa)                             3000000300700 
2JPNKON    (Konan Univ., Kobe)                                    3000000300701 
2JPNKTJ    (Kobe Tokiwa Univ., Kobe)                              3000000300702 
            -2008: Kobe Tokiwa Junior College                     3000000300703 
2JPNKTO    (Kyoto Univ., Kyoto)                                   3000000300704 
2JPNKUE    (Kyoto Univ. of Education, Kyoto)                      3000000300705 
2JPNKYO    (Kyoritsu College of Pharmacy, Tokyo)                  3000000300706 
2JPNKYP    (Kyoto Prefectural Univ., Kyoto)                       3000000300707 
2JPNKYU    (Kyushu Univ., Fukuoka)                                3000000300708 
2JPNLEP    (Nat.lab.for High Energy Physics, Oho, Ibaraki)        3000000300709X
2JPNMZK    (Miyazaki Univ., Miyazaki)                             3000000300710 
2JPNNAG    (Nagoya Univ., Nagoya)                                 3000000300711 
2JPNNCT    (Oita National College of Technology, Oita)            3000000300712 
2JPNNIA    (Nagasaki Inst.of Applied Science, Nagasaki)           3000000300713 
2JPNNIF    (National Inst. for Fusion Science, Toki, Gifu)        3000000300714 
2JPNNIG    (Toshiba Corporation)                                  3000000300715 
           =(formerly Nippon Atomic Industry Group, NAIG)         3000000300716 
2JPNNII    (Niigata Univ., Niigata)                               3000000300717 
2JPNOEC    (Osaka Electro-Communication Univ., Neyagawa, Osaka)   3000000300718 
2JPNOSA    (Osaka Univ., Osaka)                                   3000000300719 
2JPNOSP    (Radiation Centre of Osaka Prefecture, Sakai, Osaka)   3000000300720X
            Extinct March 2000, reorganized as Res.Inst.for Adv.  3000000300721X
            Sci. and Techn., Osaka Prefecture Univ.               3000000300722X
2JPNPNC    (Power Reactor and Nuclear Fuel Devel. Corp., Tokai)   3000000300723X
            Plutonium Fuel Div., Tokai Works, Power Reactor and   3000000300724X
             Nuclear Fuel Development Corp., Muramatsu, Tokai-mura3000000300725X
            Extinct. Moved to Tokai-mura, see 2JPNJNC             3000000300726X
2JPNSAE    (Sumitomo Atomic Energy Industries)                    3000000300727X
            Extinct as of September 2004                          3000000300728X
2JPNSHR    (Ship Research Inst., Ministry of Transport, Japan)    3000000300729X
            Extinct March 2001, reorganized as Nat.Maritime Res.In3000000300730X
2JPNSHZ    (Shizuoka Univ., Shizuoka)                             3000000300731 
2JPNSTA    (Science and Technology Agency, Chiyoda-ku, Tokyo)     3000000300732X
2JPNSUT    (Tokyo University of Science, Noda, Chiba)             3000000300733 
            -2001: Science University of Tokyo                    3000000300734 
2JPNSUU    (Saitama University, Urawa, Saitama)                   3000000300735 
2JPNTAK    (Nat.Inst. for Quantum & Radiol.Sci.& Tech., Takasaki) 3000000300736 
            -2005: Japan Atomic Energy Research Institute (JAERI) 3000000300737 
            -2016: Japan Atomic Energy Agency (JAEA)              3000000300738 
            Use 2JPNIRS for Chiba Branch.                         3000000300739 
2JPNTIT    (Tokyo Inst.of Technology, Tokyo)                      3000000300740 
2JPNTKE    (Tokyo Univ. of Education, Tokyo)                      3000000300741X
2JPNTKS    (Tokushima Univ., Tokushima)                           3000000300742 
2JPNTMU    (Tokyo Metropolitan Univ., Hachioji, Tokyo)            3000000300743 
2JPNTOH    (Tohoku Univ., Sendai)                                 3000000300744 
2JPNTOI    (Tohoku Inst. of Technology, Sendai)                   3000000300745 
2JPNTOK    (Univ. of Tokyo, Tokyo)                                3000000300746 
2JPNTSU    (Univ. of Tsukuba, Tsukuba)                            3000000300747 
2JPNWDA    (Waseda Univ., Tokyo)                                  3000000300748 
2JPNWER    (Wakasa Wan Energy Res.Center, Tsuruga, Fukui)         3000000300749 
2JPNYAM    (Yamanashi Univ., Kofu)                                3000000300750 
2JPNYMG    (Yamagata Univ., Yamagata)                             3000000300751 
2JPNYOK    (Rikkyo (St.Paul) Univ., Yokosuka and Tokyo)           3000000300752 
2LUXLUX    (Luxembourg)                                           3000000300753 
2MCOMCO    (Monaco)                                               3000000300754 
2NEDAMS    (Univ. of Amsterdam, Amsterdam)                        3000000300755 
2NEDDEL    (Technical Univ., Delft)                               3000000300756 
2NEDENT    (Eindhoven Univ. of Technology)                        3000000300757 
2NEDFUL    (Vrije Universiteit te Amsterdam, De Boelelaan)        3000000300758 
            Free Univ. of Amsterdam, distinct from Univ. of       3000000300759 
             Amsterdam.                                           3000000300760 
2NEDGRN    (Groningen)                                            3000000300761O
            Use 2NEDKVI for Kernfysich Versneller Inst.           3000000300762O
            Use 2NEDRUG for Rijksuniversiteit Groningen           3000000300763O
2NEDIKO    (Nat'l Inst. for Nucl. and High Energy Physics, Sect.K)3000000300764 
            National Inst. for Nuclear and High Energy Physics,   3000000300765 
            Sect.K, Amsterdam (NIKHEF-K))                         3000000300766 
           =(previously called Inst. voor Kernphysisch Onderzoek) 3000000300767 
2NEDKVI    (Kernfysich Versneller Inst., Groningen)               3000000300768 
2NEDLEI    (Univ. of Leiden)                                      3000000300769 
2NEDNED    (Netherlands)                                          3000000300770 
2NEDNRG    (Nuclear Res. and Consultancy Group, Petten)           3000000300771 
2NEDRCN    (Netherland's Energy Research Foundation, Petten)      3000000300772 
           =(until end of 1975: Reactor Centrum Nederland)        3000000300773 
2NEDRUG    (Rijksuniversiteit Groningen, Groningen)               3000000300774 
2NEDUTR    (Univ. of Utrecht)                                     3000000300775 
2NEDVDN    (Central Bureau der V.D.E.N., Arnhem)                  3000000300776 
2NORBGN    (Univ. of Bergen)                                      3000000300777 
2NORHAL    (Halden, Inst.for Energiteknikk)                       3000000300778 
           =(previously Inst.for Atomenergi)                      3000000300779 
2NORJEN    (Inst.for Atomenergi, Kjeller)                         3000000300780O
            Obsolete. Use 2NORKJL.                                3000000300781O
2NORKJL    (Institutt for Energiteknikk (IFE), Kjeller)           3000000300782 
            -1980: Institutt for Atomenergi (IFA)                 3000000300783 
2NORNOR    (Norway)                                               3000000300784 
2NOROSL    (Univ. of Oslo, Oslo)                                  3000000300785 
2PRTCMB    (Universidade de Coimbra, Coimbra)                     3000000300786 
2PRTFNL    (Centro de Fisica Nuclear, Lisboa)                     3000000300787O
            Obsolete. Use 2PRTLIS.                                3000000300788O
2PRTJES    (Junta de Energia Nuclear, Sacavem)                    3000000300789X
            Extinct Oct. 1979, merged with LFEN to form LNETI     3000000300790X
2PRTLFE    (Instituto Tecnologico e Nuclear, Sacavem)             3000000300791X
            -1994: Instituto de Ciencias e Eng. Nucleares (ICEN)  3000000300792X
            -1985: Lab. Nacional de Eng. e Tecnol. Industr.(LNETI)3000000300793X
            -1979: Lab. de Fisica e Engenharia Nucleares (LFEN)   3000000300794X
            Extinguished in 2012, integrated in the Instituto     3000000300795X
            Superior Tecnico (IST), Universidade de Lisboa.       3000000300796X
2PRTLIS    (Universidade de Lisboa, Lisboa)                       3000000300797 
2PRTNOV    (Universidade Nova de Lisboa, Lisboa)                  3000000300798 
2PRTPRT    (Portugal)                                             3000000300799 
2SF ABA    (Abo Akademi, Turku)                                   3000000300800 
2SF HLS    (Univ. of Helsinki, Helsinki)                          3000000300801 
2SF HLT    (Helsinki Tech.Univ., Otaniemi)                        3000000300802 
2SF JYV    (University of Jyvaskyla, Jyvaskyla)                   3000000300803 
2SF OUL    (University of Oulu, Oulu)                             3000000300804 
2SF SF     (Finland)                                              3000000300805 
2SF TKU    (Turku University)                                     3000000300806 
2SPNAUT    (Universidad Autonoma de Madrid, Madrid)               3000000300807 
2SPNGRU    (Universidad de Granada, Granada)                      3000000300808 
2SPNHLV    (Universidad de Huelva, Huelva)                        3000000300809 
2SPNIEM    (Instituto de Estructura de la Materia, Madrid)        3000000300810 
2SPNJNE    (Junta de Energia Nuclear, Madrid)                     3000000300811X
            1986-: CIEMAT  (See 2SPNPCM)                          3000000300812X
2SPNPCM    (Centro para Invest. Energ., Medio. y Tecnol. (CIEMAT))3000000300813 
           *Centro para Investigaciones Energeticas,              3000000300814 
           *Medioambientales y Tecnologicas                       3000000300815 
            -1986: Junta de Energia Nuclear (JEN)                 3000000300816 
2SPNSAU    (Universidad de Santiago de Compostela)                3000000300817 
2SPNSEU    (Universidad de Sevilla, Seville)                      3000000300818 
2SPNSPN    (Spain)                                                3000000300819 
2SPNUPC    (Universitat Politecnica de Catalunya, Barcelona)      3000000300820 
2SPNUPM    (Universidad Politecnica de Madrid, Madrid)            3000000300821 
2SPNVAL    (Universidad de Valencia, Valencia)                    3000000300822 
2SPNVIG    (Universidad de Vigo, Vigo)                            3000000300823 
2SPNVLD    (Universidad de Valladolid)                            3000000300824 
2SWDAE     (Studsvik Energiteknik AB)                             3000000300825 
           =(before June 1978: AB Atomenergi, Studsvik+Stockholm) 3000000300826 
2SWDCTH    (Chalmers Univ. of Tech., Gothenburg)                  3000000300827 
2SWDFOA    (Research Inst. for National Defence, Stockholm)       3000000300828X
2SWDFOI    (Swedish Defence Research Agency (FOI), Stockholm)     3000000300829 
2SWDIPS    (Res.Inst.of Physics (form.Nobel Inst.), Stockholm)    3000000300830 
2SWDKTH    (Royal Inst.of Tech., Stockholm)                       3000000300831 
2SWDLND    (Lund Univ.+ Tech.Univ.)                               3000000300832 
2SWDRIP    (Res.Inst.of Phys., Stockholm)                         3000000300833O
            Obsolete. Use 2SWDIPS.                                3000000300834O
2SWDSTK    (Stockholm)                                            3000000300835O
            Obsolete. Use 2SWDAE, 2SWDFOA, 2SWDKTH or 2SWDUST.    3000000300836O
2SWDSWD    (Sweden)                                               3000000300837 
2SWDSWR    (Studsvik Science Research Laboratory)                 3000000300838 
           =(formerly Swedish Research Council's Laboratory)      3000000300839 
2SWDTLU    (Tandem Laboratory, Uppsala)                           3000000300840O
            Obsolete. Use 2SWDUPP.                                3000000300841O
2SWDUPP    (Univ. of Uppsala)                                     3000000300842 
